Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/sections/viewSection.php?section_id=419,50,33,0:00:30,2,0.00%,4.00%,$0.00 
/webtrac/cgi-bin/wspd_cgi.sh/wbsplash.html?wbp=1,50,20,0:00:10,4,0.00%,8.00%,$0.00 
/animal-shelter/animals/55299,49,23,0:00:06,0,0.00%,4.08%,$0.00 
/animal-shelter/animals/56125,49,28,0:00:08,3,0.00%,12.24%,$0.00 
/animal-shelter/animals/57317,49,22,0:00:07,0,0.00%,6.12%,$0.00 
/bhrc,49,39,0:01:49,26,38.46%,38.78%,$0.00 
/departments/cfrd/,49,21,0:00:41,14,7.14%,28.57%,$0.00 
/documents/viewDocument.php?document_id=7545,49,40,0:00:35,0,0.00%,12.24%,$0.00 
/documents/viewDocument.php?document_id=7756,49,36,0:01:14,30,70.00%,63.27%,$0.00 
/documents/viewDocument.php?document_id=8085,49,40,0:00:51,1,0.00%,14.29%,$0.00 
/documents/viewDocument.php?document_id=8236,49,28,0:00:54,10,50.00%,22.45%,$0.00 
/documents/viewDocument.php?document_id=8520,49,41,0:01:53,5,100.00%,36.73%,$0.00 
/documents/viewDocument.php?document_id=9079,49,45,0:00:06,43,90.70%,85.71%,$0.00 
/documentTypes/documents.php?documentType_id=4;facet_id=32,49,31,0:00:19,0,0.00%,4.08%,$0.00 
/documentTypes/documents.php?documentType_id=4;page=4,49,42,0:00:11,0,0.00%,6.12%,$0.00 
/downtown-plan,49,35,0:01:07,15,60.00%,46.94%,$0.00 
/interactive_map,49,31,0:02:02,19,36.84%,30.61%,$0.00 
/locations/?locationGroup_id=17,49,34,0:02:04,24,50.00%,36.73%,$0.00 
/media/media/application/pdf/5461.pdf,49,24,0:00:17,23,13.04%,46.94%,$0.00 
/search/?search=HAND,49,39,0:00:22,0,0.00%,2.04%,$0.00 
/search/?search=internship,49,42,0:00:56,1,100.00%,22.45%,$0.00 
/sections/viewSection.php?section_id=639,49,38,0:00:40,1,0.00%,10.20%,$0.00 
/alpha/hand,48,25,0:00:20,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-3DTa8kra09IJy8DrnfYsJtmqJAPgDPlkNj-4AiSvQrA&form_id=asm_animalsearchform&op=Search,48,2,0:00:09,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-4_iEPtix9AwY3u3DiOZiDyP7MAglbKLiaZipityhOSs&form_id=asm_animalsearchform&op=Search,48,2,0:00:06,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-6oQcPxTiy66LoYopA-8qlY51_xWdK56ZcCV9Aiuxayw&form_id=asm_animalsearchform&op=Search,48,4,0:00:12,1,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-Ih1jS6SO8t7Z-lWhPbbeS6elPMGBcIJvpTKgpcBsLzE&form_id=asm_animalsearchform&op=Search,48,5,0:00:13,1,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-jWsLfEl-BQ4bJhn5avF1TKh93gc4Y_dAcxz_RW1ZLDM&form_id=asm_animalsearchform&op=Search,48,2,0:00:16,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-PaVZ1sz9jPp0MdXLNfuxzdYploMaaB4NGswTYZfkufI&form_id=asm_animalsearchform&op=Search,48,5,0:00:15,2,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-rugw-bzenHLcilJG72MHo71Do0WmhCf-yYezRG_t9pQ&form_id=asm_animalsearchform&op=Search,48,2,0:00:09,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-SdV3p5NwwPs4XfbQ6fZeds3uCxbGpqBxyZkd672gPWQ&form_id=asm_animalsearchform&op=Search,48,15,0:00:39,5,0.00%,14.58%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-VFl3FM6rOgSZByHYCZUvh1a2zDCBVMydt08xoMhft6g&form_id=asm_animalsearchform&op=Search,48,15,0:00:05,13,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-_otV-110gNSCDi_gx7q29eUeVqRJzejk_kL96lg2gM4&form_id=asm_animalsearchform&op=Search,48,12,0:00:16,7,0.00%,8.33%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-_vdFgfKBnNIBI-QNxK_hA3_PFWN3C9Mc0kLCUXZARSo&form_id=asm_animalsearchform&op=Search,48,8,0:00:06,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-4j70mvp8_yvXJPTWL9CXPT_Vi9FzbEK7M8N2hBUNveQ&form_id=asm_animalsearchform&op=Search,48,4,0:00:21,0,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-72UGfQN04dFNRE_QOw4mlNuiiKNIa0Flw5A59tH2Bkk&form_id=asm_animalsearchform&op=Search,48,2,0:00:04,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-88BDf8EpGBjfjsoHClbR-Reaq8hlEoLkTSmzQhOLQ7Y&form_id=asm_animalsearchform&op=Search,48,5,0:00:04,1,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-97cUmKWJGAea0uI6mI7KFGP1QzLdRzf6-7LTpd528Ws&form_id=asm_animalsearchform&op=Search,48,10,0:00:07,1,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-big8tCsytfLehXbcY4E4WTCwKvRqQ1MD9fH_YoiVks0&form_id=asm_animalsearchform&op=Search,48,9,0:00:04,1,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-bZ_XUGF01jaP-fQrsY2qsTgqWTkMbHli6E3Avuk1P3k&form_id=asm_animalsearchform&op=Search,48,7,0:00:06,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-CUZeY_UvXaUHFCGkYBZEFEjRjCvXlBbu3zrK1s91Nl8&form_id=asm_animalsearchform&op=Search,48,11,0:00:05,2,0.00%,8.33%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-DPNbU5jsrU5tjXoJdY1uMZTE3k9y6Yau6xt2kbMTan4&form_id=asm_animalsearchform&op=Search,48,8,0:00:08,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-EE_OCzyionVM-jOCnstf61nFKBCquI-pfKcul7yqCtc&form_id=asm_animalsearchform&op=Search,48,8,0:00:09,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-fxPUIgnfF7tlXx9aJum0d2BSJDuVH0lDCK6oMceQCkc&form_id=asm_animalsearchform&op=Search,48,8,0:00:09,2,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-huGHOXDuJ-Q6uxXWnly1Vr8SJbGdWBNzCH4VvHG3Xoc&form_id=asm_animalsearchform&op=Search,48,8,0:00:08,0,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-I3kRlOSAc2n5_bBdh0FKYU0ahe8oLgED4m-kV0F8Ufc&form_id=asm_animalsearchform&op=Search,48,5,0:00:06,0,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-iPk4LIkwRRgu2CGRvJxDEuI--280oOVWhzDqtMN2GY8&form_id=asm_animalsearchform&op=Search,48,8,0:00:09,0,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-jotKhU58Px0e2GDVgilFVOcjT87eFpnVVKb6_FXFyEU&form_id=asm_animalsearchform&op=Search,48,16,0:00:06,10,0.00%,12.50%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-jTl1sLcWUGih7bfZWw5OA6oRBa7Oz5KM2ZisfdT0AWI&form_id=asm_animalsearchform&op=Search,48,5,0:00:03,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Ky2F6O0uYnHzADXjlOQRtqOo83jD8SkBg66QdUcBDGU&form_id=asm_animalsearchform&op=Search,48,8,0:00:07,1,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-LmtyHyre4bfnA6igmBpxPmLF5w2KHlwCkIhXbyrnXkw&form_id=asm_animalsearchform&op=Search,48,7,0:00:05,0,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-m6fG3lUgwqSxnmIvMi7bixS4x7yJyIYQRBDVDeqXSwE&form_id=asm_animalsearchform&op=Search,48,6,0:00:04,1,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-MIcV4RHmVJ2Vt-3vq486YV64rWrJeHO74wHhE9BFcHU&form_id=asm_animalsearchform&op=Search,48,3,0:00:05,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-NaAZAur4sN9og96J5WsNG257DNbRymwwwbfcGqcBVTw&form_id=asm_animalsearchform&op=Search,48,9,0:00:05,0,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-pZGY_5goXNLQTiB2wKns4ei5lWGqss0AtgmctsEhX24&form_id=asm_animalsearchform&op=Search,48,2,0:00:03,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-QqJyhxEacF7-t2W1voicwnqiWJr5w5-kHRerMyibEGA&form_id=asm_animalsearchform&op=Search,48,8,0:00:18,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-rV-3WDy4agP2D3EqumwZzgSsVUkjqb_JLeU8Le5LuQ8&form_id=asm_animalsearchform&op=Search,48,6,0:00:04,1,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-rxOnnUV14Yxmuhr-V9MuGcJuYp5OyFvepVbhAUJR4xE&form_id=asm_animalsearchform&op=Search,48,5,0:00:12,0,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-UAp70Q2gj-bG6tC4LaLC7nsnQxtIh_szm0QSrAnVAgE&form_id=asm_animalsearchform&op=Search,48,6,0:00:06,0,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-vArGroA-TUK_lRyufyCiZPVoonKzyHWDsfhl0ydPEOE&form_id=asm_animalsearchform&op=Search,48,6,0:00:15,2,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-VLXLxj9yJq5K3HMCUU9dHR_kglDZjvRxfR27kGVpX9E&form_id=asm_animalsearchform&op=Search,48,8,0:00:07,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Vs6uOULqAUpyq_1gDrL3XVYpxkOZDFvy29g1zvbRG20&form_id=asm_animalsearchform&op=Search,48,11,0:00:09,6,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-WopbBSLcngR8nsnlEd6xgiM8lpZFn8oDD8aMVIbkprI&form_id=asm_animalsearchform&op=Search,48,6,0:00:06,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-xoSWgfchsyw-rDJR5-fmkan72rZWno-A_hIRS9JWuu4&form_id=asm_animalsearchform&op=Search,48,4,0:00:06,1,0.00%,4.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-XRt3CeN2vPZzl9e5RzHKI9_-FjyCKI7gijVeOJdhdyw&form_id=asm_animalsearchform&op=Search,48,10,0:00:10,0,0.00%,8.33%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-yIXdtDZonjPzYxTy4kL9MrO3hUUKw4_nC65q9ldlGsM&form_id=asm_animalsearchform&op=Search,48,3,0:00:02,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-zcFC6kx0k2QguhunF27pOIHI5-rXLPf1Qzop2cVV5Ws&form_id=asm_animalsearchform&op=Search,48,8,0:00:21,1,0.00%,8.33%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-zClFRUNE_Ed5QqwXOQWcLQxSfCRCidJw5KN17ZnCtdI&form_id=asm_animalsearchform&op=Search,48,6,0:00:07,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-zdSNDyV2-yrbZzryK3eKi4_wYn19iz-dcSeQ6rJu_O4&form_id=asm_animalsearchform&op=Search,48,7,0:00:11,0,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-ZmrMQfgyEI7589_ALgIkrPpEUPwbpBFG_QaBjnCsp4g&form_id=asm_animalsearchform&op=Search,48,2,0:00:02,0,0.00%,0.00%,$0.00 
/animal-shelter/animals/56529,48,24,0:00:05,0,0.00%,4.17%,$0.00 
/animal-shelter/animals/56677,48,23,0:00:05,0,0.00%,4.17%,$0.00 
/animal-shelter/animals/56720,48,21,0:00:06,2,0.00%,2.08%,$0.00 
/animal-shelter/animals/56863,48,24,0:00:04,0,0.00%,0.00%,$0.00 
/animal-shelter/animals/56934,48,19,0:00:11,2,0.00%,6.25%,$0.00 
/animal-shelter/animals/57081,48,20,0:00:05,1,0.00%,2.08%,$0.00 
/animal-shelter/animals/57507,48,23,0:00:08,0,0.00%,2.08%,$0.00 
/animal-shelter/animals/57582,48,24,0:00:03,0,0.00%,2.08%,$0.00 
/animal-shelter/animals/57758,48,20,0:00:08,2,0.00%,8.33%,$0.00 
/animal-shelter/animals/57888,48,20,0:00:12,2,0.00%,6.25%,$0.00 
/compliment,48,42,0:01:56,14,85.71%,64.58%,$0.00 
/documents/viewDocument.php?document_id=10140,48,41,0:01:54,16,68.75%,39.58%,$0.00 
/documents/viewDocument.php?document_id=1522,48,32,0:00:19,1,0.00%,4.17%,$0.00 
/documents/viewdocument.php?document_id=2013,48,23,0:00:01,23,4.35%,45.83%,$0.00 
/documents/viewDocument.php?document_id=3810,48,35,0:00:16,33,72.73%,70.83%,$0.00 
/documents/viewDocument.php?document_id=4696,48,41,0:01:43,28,71.43%,62.50%,$0.00 
/documents/viewDocument.php?document_id=5679,48,28,0:01:19,20,35.00%,50.00%,$0.00 
/documents/viewDocument.php?document_id=7470,48,41,0:00:53,2,0.00%,2.08%,$0.00 
/documents/viewDocument.php?document_id=7654,48,37,0:02:27,14,64.29%,41.67%,$0.00 
/documents/viewDocument.php?document_id=804,48,43,0:02:34,38,86.84%,81.25%,$0.00 
/documents/viewDocument.php?document_id=8166,48,38,0:02:23,31,54.84%,58.33%,$0.00 
/documents/viewDocument.php?document_id=9881,48,44,0:01:08,6,83.33%,33.33%,$0.00 
/documents/viewDocument.php?document_id=9943,48,47,0:01:02,40,87.50%,81.25%,$0.00 
/locations/bloomington-fire-station-3,48,22,0:00:20,16,0.00%,37.50%,$0.00 
/locations/sherwood-oaks-park-playground,48,24,0:00:13,9,0.00%,35.42%,$0.00 
/locations/viewLocation.php?location_id=44,48,40,0:00:32,7,85.71%,27.08%,$0.00 
/media/media/application/pdf/11245.pdf,48,19,0:00:08,0,0.00%,2.08%,$0.00 
/news/2017/12/07/3013,48,22,0:00:09,17,0.00%,39.58%,$0.00 
/parks/trails/clear-creek-trail/born-learning,48,19,0:00:23,7,0.00%,20.83%,$0.00 
/recreation/programs/10149,48,24,0:00:59,3,0.00%,18.75%,$0.00 
/search/?search=hand,48,44,0:00:25,2,0.00%,2.08%,$0.00 
/search/?search=Webmail,48,38,0:01:50,0,0.00%,72.92%,$0.00 
/search/node?keys=Adopt,48,21,0:00:14,1,0.00%,10.42%,$0.00 
/search/node?keys=careers,48,22,0:00:05,1,0.00%,2.08%,$0.00 
/search/node?keys=halloween,48,21,0:00:13,0,0.00%,0.00%,$0.00 
/search/node?keys=ice+skating,48,19,0:00:05,0,0.00%,2.08%,$0.00 
/search/node?keys=kid+city,48,22,0:00:06,0,0.00%,0.00%,$0.00 
/search/node?keys=Parking+ticket,48,24,0:00:06,1,0.00%,8.33%,$0.00 
/search/node?keys=trash+pickup,48,17,0:00:13,0,0.00%,0.00%,$0.00 
/sections/viewSection.php?section_id=554,48,40,0:01:04,1,0.00%,10.42%,$0.00 
/sections/viewSection.php?section_id=636,48,34,0:01:14,6,50.00%,16.67%,$0.00 
/utilities/monroe-water-treatment-plant,48,19,0:00:22,9,0.00%,22.92%,$0.00 
/boards/human-rights/meetings,47,22,0:01:11,7,85.71%,27.66%,$0.00 
/documents/viewDocument.php?document_id=2150,47,37,0:00:48,23,82.61%,57.45%,$0.00 
/documents/viewDocument.php?document_id=2232,47,42,0:01:37,0,0.00%,19.15%,$0.00 
/documents/viewDocument.php?document_id=5897,47,42,0:01:15,0,0.00%,40.43%,$0.00 
/documents/viewDocument.php?document_id=6095,47,36,0:01:42,2,50.00%,40.43%,$0.00 
/documents/viewDocument.php?document_id=6529,47,35,0:03:15,35,74.29%,72.34%,$0.00 
/documents/viewDocument.php?document_id=657,47,39,0:01:26,0,0.00%,21.28%,$0.00 
/documents/viewDocument.php?document_id=7058,47,37,0:02:01,24,83.33%,63.83%,$0.00 
/documents/viewDocument.php?document_id=8258,47,39,0:02:40,27,74.07%,70.21%,$0.00 
/documents/viewDocument.php?document_id=9450,47,42,0:02:13,28,67.86%,48.94%,$0.00 
/documents/viewDocument.php?document_id=9832,47,35,0:02:46,12,58.33%,36.17%,$0.00 
/documents/viewDocument.php?document_id=9846,47,45,0:00:59,22,90.91%,53.19%,$0.00 
/documentTypes/documents.php?documentType_id=4;page=7,47,36,0:00:16,0,0.00%,0.00%,$0.00 
/languages/,47,39,0:00:26,2,0.00%,17.02%,$0.00 
/locations/viewLocation.php?location_id=10,47,39,0:00:28,1,100.00%,4.26%,$0.00 
/locations/viewLocation.php?location_id=45,47,43,0:01:45,14,57.14%,38.30%,$0.00 
/locations/viewLocation.php?location_id=9,47,41,0:00:52,4,25.00%,29.79%,$0.00 
/mother-hubbards-cupboard,47,39,0:00:57,39,82.05%,80.85%,$0.00 
/planning/mpo.php,47,25,0:00:59,24,20.83%,34.04%,$0.00 
/recreation/programs/9528,47,22,0:00:11,13,0.00%,29.79%,$0.00 
/recreation/recreation/music-dance,47,20,0:00:11,2,0.00%,8.51%,$0.00 
/search/?search=recycling,47,37,0:00:21,1,0.00%,10.64%,$0.00 
/search/node?keys=parking+tickets,47,24,0:00:19,0,0.00%,2.13%,$0.00 
/search/node?keys=public+works,47,19,0:00:07,0,0.00%,0.00%,$0.00 
/search/node?keys=water+bill,47,23,0:00:07,0,0.00%,2.13%,$0.00 
/sections/viewSection.php?section_id=156,47,35,0:02:15,14,50.00%,36.17%,$0.00 
/sections/viewSection.php?section_id=353,47,31,0:00:13,1,0.00%,6.38%,$0.00 
/sections/viewSection.php?section_id=556,47,37,0:00:28,4,50.00%,34.04%,$0.00 
/9224894-1.insider.pro,46,16,0:00:00,16,0.00%,34.78%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-I5tSNnQMTtI5uP1wDA7f8K0A9AT0E44tTAQ--5AQ_Cw&form_id=asm_animalsearchform&op=Search,46,2,0:00:04,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-jTl1sLcWUGih7bfZWw5OA6oRBa7Oz5KM2ZisfdT0AWI&form_id=asm_animalsearchform&op=Search,46,2,0:00:20,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-oocgULjLqXBWSnZ_s4eECrz_ZjpK6qjDlIcsjFHUsa4&form_id=asm_animalsearchform&op=Search,46,1,0:00:11,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-08ZY4Tt8miS4YYrQKa76FXYpmdudPN0osy6c-GwjhRI&form_id=asm_animalsearchform&op=Search,46,5,0:00:03,0,0.00%,6.52%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-0tDO9FZN9ABw5vzgGiq0TVx_uc8jrb9W0vHtakDvSwQ&form_id=asm_animalsearchform&op=Search,46,4,0:00:09,1,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-1r4v2_MUajRd18hPG5tPniZjRIHEoPCQYCeryBGHbaE&form_id=asm_animalsearchform&op=Search,46,5,0:00:07,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-2JDDW692aE6GfER-RUBtsdZVS1w6nWKoBdV0wmrKu9g&form_id=asm_animalsearchform&op=Search,46,14,0:00:47,7,0.00%,13.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-4Rxw0IDS4R7YgIMGkSH23gdTwH-zOiCaYXsQjWLeI0Y&form_id=asm_animalsearchform&op=Search,46,8,0:00:10,3,0.00%,8.70%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-5ukhWXW8KTb9IMnH_LHtRus5NVQUf3ISOcYU1tmEIK0&form_id=asm_animalsearchform&op=Search,46,9,0:00:08,1,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-6_WaQ8R4NpxhPjbIP7AQxuLM7OK3XcDATC1hTzFPU6Q&form_id=asm_animalsearchform&op=Search,46,3,0:00:05,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-64_fbvmTYFM6eU_zCmaFdP5QRsULLfrsR_rUGCo4iOw&form_id=asm_animalsearchform&op=Search,46,4,0:00:04,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-6mMLA5JoU1pNlfkmxT4I9WitukKnq0Bs2yMX12UlPdQ&form_id=asm_animalsearchform&op=Search,46,10,0:00:06,2,0.00%,10.87%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-7s9MyrBKgmU1L5J50aHMfNSF90dC9qbuvWK7DFCk0Jc&form_id=asm_animalsearchform&op=Search,46,6,0:00:45,1,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-9Hc_tWPo-dusbdo_9h-yUR8blC_LYaah0RRLKfOyNWY&form_id=asm_animalsearchform&op=Search,46,5,0:00:08,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-AVjc-CgZx3xA-Zf5n0rol2rBe7P-P6nqwhYqNLXAbwo&form_id=asm_animalsearchform&op=Search,46,7,0:00:02,1,0.00%,10.87%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Bj1cr9RFXr0h0cQ_JK9F7e_6PygoyjCCKKy5Solmyy8&form_id=asm_animalsearchform&op=Search,46,5,0:00:06,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-DkVzCtjP08lqRhpTLYl-an_TIui8SzFX9Dh50t_n4hw&form_id=asm_animalsearchform&op=Search,46,6,0:00:08,1,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-DZoMge3V8Z40YLEaAVTdcotW86FdNeA87VYds9Dw0v8&form_id=asm_animalsearchform&op=Search,46,11,0:00:07,1,0.00%,15.22%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-e9vYjhRuAWuhudVWCTwelHki1nkGaU2u3hgtrCXhzPY&form_id=asm_animalsearchform&op=Search,46,2,0:00:03,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-F3xmtj9_TGZolpauemQn4Fqv1i-Bn_cgrtGQdOgBnXU&form_id=asm_animalsearchform&op=Search,46,9,0:00:36,3,0.00%,10.87%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-fKiXpwy9uzlKyus-MyO6t7FaR5ZcVRH-mTFxV1gTm9g&form_id=asm_animalsearchform&op=Search,46,6,0:00:04,1,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-gWeo6gIrFOuGbETxEgA7XXH7rVPZt5JfANV_cAvwzUI&form_id=asm_animalsearchform&op=Search,46,15,0:00:05,11,0.00%,10.87%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-HjUVZkeyHS8gx7hc0ZL39eFc4OkzOKUMngsKyG9QcEU&form_id=asm_animalsearchform&op=Search,46,2,0:00:03,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-HlL0Tibk5TydisEyQtSiO2ImwTk0cC_AEUM9hsZbctM&form_id=asm_animalsearchform&op=Search,46,9,0:00:07,0,0.00%,6.52%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-IAKar9N3RnxP_38No5EWhzf_kXxJps9turb-ZEeSxVo&form_id=asm_animalsearchform&op=Search,46,18,0:01:22,11,0.00%,26.09%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-IUXRBLhlWXdXZQdm740FvmzqMs_PgGALswfKuO2Km5E&form_id=asm_animalsearchform&op=Search,46,7,0:00:08,0,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-jNvIpL2IQpGKA3qZaQJ5hitTOMNMC5-cPbsv23-2hiY&form_id=asm_animalsearchform&op=Search,46,5,0:00:09,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-kJcTJIbf_KS8SVDA-x-91HWNvjNL5GymVkvx6CHUCUw&form_id=asm_animalsearchform&op=Search,46,17,0:00:21,10,0.00%,13.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-lEaeUu2P8pjyo6tqmYMWj0kAyzGklcG-hbn8vQkbFmY&form_id=asm_animalsearchform&op=Search,46,7,0:00:18,1,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-LUd0htwSEv_rFeGaowsxn82AQK4TnB8eI94dm8ABfkM&form_id=asm_animalsearchform&op=Search,46,8,0:00:08,0,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-mG5XebQGfDIkc7EfAMRfJhAMZA5UnlWCluNCln1aGe0&form_id=asm_animalsearchform&op=Search,46,5,0:00:16,2,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-mQIIgAjrxCe6quFYqGmI5-JSRbyxHdU3fKE8nj-SWNU&form_id=asm_animalsearchform&op=Search,46,5,0:00:05,0,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-nA-NxTBKKtrzT0n-sYA-0hynAPksfLqn6-dJ9tiuT1I&form_id=asm_animalsearchform&op=Search,46,6,0:00:03,0,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-OpDMczV-PRf_ua0PO5_J5YDGtlHBWUJDS6NuQ909a8I&form_id=asm_animalsearchform&op=Search,46,3,0:00:03,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-pBHHOANRVZnOK49rPlXFP608Ab5Q094MWtD3lIQSd0M&form_id=asm_animalsearchform&op=Search,46,9,0:00:04,0,0.00%,8.70%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-PJc4QPTxkMJBXB0tPhqj5AQDMhQt6CDotwufFG08DvA&form_id=asm_animalsearchform&op=Search,46,7,0:00:07,0,0.00%,2.17%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-RabHs8Ugl76KFZ8XiU3mzA9fmcTn-7H_Cusw9_FNIjE&form_id=asm_animalsearchform&op=Search,46,9,0:00:04,0,0.00%,8.70%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-St8tPsqWgrR_5WmMOBcSNMZKaRCPuN2a0KshDqutO-A&form_id=asm_animalsearchform&op=Search,46,6,0:00:06,0,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-sxRyp6vugZXo4b_08-g4pwcxpsuhFbSiAvuokJPxnAo&form_id=asm_animalsearchform&op=Search,46,4,0:00:10,0,0.00%,4.35%,$0.00 
